model,part_id,horizon,target_month,prediction,lower,upper,fallback_level,origin_month,part_name,project,project_code,vendor,vendor_code,vendor_origin,category,category_code,oem,is_anomaly_part
xgboost,KDQ-BRK-00448,1,2026-07-01,2917.423389515877,2832.741954357802,3011.848647871034,,2026-06-01,Braking A07 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KDQ-CHS-00017,1,2026-07-01,2103.9647028350832,2042.894804239538,2172.0615760380847,,2026-06-01,Chassis B22 - SKODA Kodiaq (Gabriel India),SKODA Kodiaq,KDQ,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00077,1,2026-07-01,4171.6795048332215,4050.591901039305,4306.699987782101,,2026-06-01,Chassis A20 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00137,1,2026-07-01,3087.766656829119,2998.1408202525054,3187.7052414580407,,2026-06-01,Chassis A10 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00197,1,2026-07-01,4768.635089125633,4630.2201903682335,4922.97662279205,,2026-06-01,Chassis B38 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00257,1,2026-07-01,5278.353267097474,5125.143235418356,5449.192327593994,,2026-06-01,Chassis C32 - SKODA Kodiaq (Gabriel India),SKODA Kodiaq,KDQ,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00317,1,2026-07-01,3535.7177900934216,3433.0896772679016,3650.1547508034328,,2026-06-01,Chassis A20 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00377,1,2026-07-01,3230.519997780323,3136.750587861287,3335.0789337606534,,2026-06-01,Chassis A36 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00436,1,2026-07-01,2029.7359400439263,1970.8206132481932,2095.430326816907,,2026-06-01,Chassis A05 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KDQ-ELC-00047,1,2026-07-01,2964.7528263783456,2878.69760205647,3060.709948198916,,2026-06-01,Electrical A08 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00107,1,2026-07-01,5398.933644404411,5242.223634134956,5573.675406620773,,2026-06-01,Electrical C27 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00167,1,2026-07-01,3879.774795129299,3767.1600478415585,4005.3474969546255,,2026-06-01,Electrical C10 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00227,1,2026-07-01,4447.299121571779,4318.211354076217,4591.24030269968,,2026-06-01,Electrical B08 - SKODA Kodiaq (Aptiv India),SKODA Kodiaq,KDQ,Aptiv India,APT,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00287,1,2026-07-01,1861.9962327718733,1807.9497361897588,1922.2615600355275,,2026-06-01,Electrical C39 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00347,1,2026-07-01,5734.005704485177,5567.569857701565,5919.592401294996,,2026-06-01,Electrical A35 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00407,1,2026-07-01,5690.70595161438,5525.526927967329,5874.891209618219,,2026-06-01,Electrical B09 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00466,1,2026-07-01,1759.1869073045254,1708.1245649111704,1816.1247103036317,,2026-06-01,Electrical A15 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Electrical,ELC,SKODA,False
xgboost,KDQ-FST-00005,1,2026-07-01,47.53882441282273,46.15895754417684,49.07746491087746,,2026-06-01,Fasteners A03 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00065,1,2026-07-01,51.22063145637512,49.733896073017405,52.87843723655881,,2026-06-01,Fasteners A18 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00125,1,2026-07-01,28.19400756061077,27.375645360708646,29.10653416115321,,2026-06-01,Fasteners A25 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00185,1,2026-07-01,31.73739911079407,30.816186058706823,32.76461104078917,,2026-06-01,Fasteners A01 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00245,1,2026-07-01,34.02233170747757,33.03479596385986,35.12349771336763,,2026-06-01,Fasteners B23 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00305,1,2026-07-01,62.11363915205001,60.31072219279467,64.12400776888782,,2026-06-01,Fasteners C27 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00365,1,2026-07-01,47.155758447647095,45.78701049160328,48.68200064147942,,2026-06-01,Fasteners A16 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00425,1,2026-07-01,82.26498508453369,79.87715305944943,84.92757170055422,,2026-06-01,Fasteners B09 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-HVC-00041,1,2026-07-01,5853.041638777256,5683.150642567111,6042.481049899803,,2026-06-01,HVAC A39 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00101,1,2026-07-01,6618.092753539086,6425.995303990653,6832.293791453922,,2026-06-01,HVAC C34 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00161,1,2026-07-01,5829.71751411438,5660.503526375943,6018.402017154297,,2026-06-01,HVAC A29 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00221,1,2026-07-01,7696.661668467522,7473.257565259819,7945.771643087242,,2026-06-01,HVAC A16 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00281,1,2026-07-01,9483.908609726428,9208.627690657317,9790.864577759137,,2026-06-01,HVAC B06 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00341,1,2026-07-01,6325.739154052734,6142.1275905320545,6530.477882087639,,2026-06-01,HVAC A22 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00401,1,2026-07-01,9438.904549987317,9164.929923443433,9744.40391765713,,2026-06-01,HVAC A10 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00460,1,2026-07-01,5656.334921910763,5492.153555351683,5839.407727957386,,2026-06-01,HVAC A13 - SKODA Kodiaq (Subros),SKODA Kodiaq,KDQ,Subros,SUB,domestic,HVAC,HVC,SKODA,False
xgboost,KDQ-ITR-00023,1,2026-07-01,845.6821503281593,821.13529215368,873.0534793639262,,2026-06-01,Interior Trim A12 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00083,1,2026-07-01,1501.355806245804,1457.7772962452723,1549.9486537554346,,2026-06-01,Interior Trim C37 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00143,1,2026-07-01,2912.4879606091977,2827.9497817246006,3006.7534789858237,,2026-06-01,Interior Trim B06 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00203,1,2026-07-01,764.758374556303,742.5604183257092,789.5105265258297,,2026-06-01,Interior Trim B38 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00263,1,2026-07-01,1330.9972187280655,1292.363554831924,1374.0762441105446,,2026-06-01,Interior Trim C34 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00323,1,2026-07-01,949.4978248548508,921.9376020990027,980.2292496256849,,2026-06-01,Interior Trim A39 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00383,1,2026-07-01,1088.5704921090603,1056.9735316288663,1123.803139631042,,2026-06-01,Interior Trim A36 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00442,1,2026-07-01,2719.3189477044343,2640.387712707251,2807.332362250231,,2026-06-01,Interior Trim B15 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-LGT-00053,1,2026-07-01,8770.201839187146,8515.63704717333,9054.057990292296,,2026-06-01,Lighting B36 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00113,1,2026-07-01,2283.610870964527,2217.3265439824404,2357.5221679152423,,2026-06-01,Lighting A24 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00173,1,2026-07-01,10668.83872612953,10359.163902089467,11014.14611506887,,2026-06-01,Lighting C36 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00233,1,2026-07-01,3663.781483261585,3557.4361803401416,3782.3633505205653,,2026-06-01,Lighting A17 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00293,1,2026-07-01,2067.615311000347,2007.60049363804,2134.5357006228774,,2026-06-01,Lighting B15 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00353,1,2026-07-01,4261.235967160464,4137.548888163597,4399.155032510174,,2026-06-01,Lighting A38 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00413,1,2026-07-01,7091.310363209248,6885.477250036211,7320.827551399663,,2026-06-01,Lighting C38 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00472,1,2026-07-01,5839.425915110111,5669.930130313228,6028.424640033466,,2026-06-01,Lighting B30 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-PWT-00035,1,2026-07-01,7600.228920593262,7379.623884368972,7846.217755112219,,2026-06-01,Powertrain C29 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00095,1,2026-07-01,4210.84074229002,4088.616440338981,4347.128716950131,,2026-06-01,Powertrain A38 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00155,1,2026-07-01,13385.393363492489,12996.867541615122,13818.624697372663,,2026-06-01,Powertrain A15 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00215,1,2026-07-01,15129.177386198044,14690.036307659924,15618.847993668498,,2026-06-01,Powertrain B38 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00275,1,2026-07-01,20567.438989729286,19970.446363484032,21233.124247237072,,2026-06-01,Powertrain A13 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00335,1,2026-07-01,4666.745906889439,4531.288454147536,4817.789697625973,,2026-06-01,Powertrain A11 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00395,1,2026-07-01,9527.630654604436,9251.080654906978,9836.001729336524,,2026-06-01,Powertrain A15 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00454,1,2026-07-01,9255.723369808196,8987.065779278782,9555.293899611563,,2026-06-01,Powertrain A03 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-SNS-00059,1,2026-07-01,1495.4125467967986,1452.006546464033,1543.813034907735,,2026-06-01,Sensors B29 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00119,1,2026-07-01,2542.9092994499206,2469.0985492763,2625.2130433758703,,2026-06-01,Sensors A21 - SKODA Kodiaq (Continental India),SKODA Kodiaq,KDQ,Continental India,CNT,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00179,1,2026-07-01,1695.8132704067232,1646.5904177984223,1750.6999237309192,,2026-06-01,Sensors A30 - SKODA Kodiaq (Continental India),SKODA Kodiaq,KDQ,Continental India,CNT,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00239,1,2026-07-01,2193.3097017645837,2129.6464659246963,2264.2983131489464,,2026-06-01,Sensors C39 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00299,1,2026-07-01,4520.614817439318,4389.3989809195655,4666.928932694182,,2026-06-01,Sensors B08 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00359,1,2026-07-01,2320.0102132558823,2252.6693551734015,2395.0996104823994,,2026-06-01,Sensors A23 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00419,1,2026-07-01,1733.4500107121469,1683.1347101598183,1789.5548139078207,,2026-06-01,Sensors A23 - SKODA Kodiaq (Continental India),SKODA Kodiaq,KDQ,Continental India,CNT,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00478,1,2026-07-01,3223.122874979973,3129.5681747177614,3327.4423958538027,,2026-06-01,Sensors A39 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KUS-BDY-00006,1,2026-07-01,782.3032842445373,759.5960676380043,807.6232943576858,,2026-06-01,Body Stampings A27 - SKODA Kushaq (Sandhar Technologies),SKODA Kushaq,KUS,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00066,1,2026-07-01,577.7265716934204,560.9574200523651,596.4252566312425,,2026-06-01,Body Stampings A29 - SKODA Kushaq (Endurance Technologies),SKODA Kushaq,KUS,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00126,1,2026-07-01,490.6394104790688,476.3980598496787,506.51943435911176,,2026-06-01,Body Stampings B23 - SKODA Kushaq (Endurance Technologies),SKODA Kushaq,KUS,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00186,1,2026-07-01,639.4147293901443,620.8550108588705,660.1100118218027,,2026-06-01,Body Stampings B19 - SKODA Kushaq (JBM Auto),SKODA Kushaq,KUS,JBM Auto,JBM,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00246,1,2026-07-01,1097.0449756121636,1065.2020338911784,1132.5519080723834,,2026-06-01,Body Stampings A39 - SKODA Kushaq (Bharat Forge),SKODA Kushaq,KUS,Bharat Forge,BFL,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00306,1,2026-07-01,545.6212742090224,529.7840142765638,563.2808398265471,,2026-06-01,Body Stampings A12 - SKODA Kushaq (Sandhar Technologies),SKODA Kushaq,KUS,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00366,1,2026-07-01,825.555013847351,801.5923680326348,852.2749084464915,,2026-06-01,Body Stampings A32 - SKODA Kushaq (Bharat Forge),SKODA Kushaq,KUS,Bharat Forge,BFL,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00426,1,2026-07-01,1967.4716495776177,1910.363612561878,2031.1507917567862,,2026-06-01,Body Stampings B27 - SKODA Kushaq (Sandhar Technologies),SKODA Kushaq,KUS,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BRK-00024,1,2026-07-01,2382.2209140539167,2313.074321690735,2459.323821392274,,2026-06-01,Braking A30 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00084,1,2026-07-01,1389.2648873591422,1348.9399400446507,1434.2298027649942,,2026-06-01,Braking A20 - SKODA Kushaq (Continental India),SKODA Kushaq,KUS,Continental India,CNT,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00144,1,2026-07-01,3846.7511632263663,3735.0949633177006,3971.255022940717,,2026-06-01,Braking C07 - SKODA Kushaq (Rane Group),SKODA Kushaq,KUS,Rane Group,RNE,domestic,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00204,1,2026-07-01,5129.356220991611,4980.470993091026,5295.372846519226,,2026-06-01,Braking B39 - SKODA Kushaq (Continental India),SKODA Kushaq,KUS,Continental India,CNT,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00264,1,2026-07-01,6959.418376067877,6757.4135734503525,7184.6667512345975,,2026-06-01,Braking B21 - SKODA Kushaq (Bosch India),SKODA Kushaq,KUS,Bosch India,BSH,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00324,1,2026-07-01,4848.730351531505,4707.990599345471,5005.664246619605,,2026-06-01,Braking C30 - SKODA Kushaq (Rane Group),SKODA Kushaq,KUS,Rane Group,RNE,domestic,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00384,1,2026-07-01,4013.8967104411126,3897.3889264705344,4143.810399094034,,2026-06-01,Braking C25 - SKODA Kushaq (Continental India),SKODA Kushaq,KUS,Continental India,CNT,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00443,1,2026-07-01,3393.685970196724,3295.1804877683508,3503.52593228919,,2026-06-01,Braking A21 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KUS-CHS-00012,1,2026-07-01,3380.894858825207,3282.7606525277165,3490.320824101083,,2026-06-01,Chassis A26 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00072,1,2026-07-01,2903.3906435537338,2819.1165243414875,2997.361718375685,,2026-06-01,Chassis B09 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00132,1,2026-07-01,5806.398006877899,5637.86089358527,5994.327751282703,,2026-06-01,Chassis C29 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00192,1,2026-07-01,2037.1899274647235,1978.0582404537704,2103.1255698232026,,2026-06-01,Chassis A32 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00252,1,2026-07-01,2094.3626610803603,2033.5714723488545,2162.148754820674,,2026-06-01,Chassis A34 - SKODA Kushaq (Gabriel India),SKODA Kushaq,KUS,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00312,1,2026-07-01,2115.497654094696,2054.092998854715,2183.96780253303,,2026-06-01,Chassis A39 - SKODA Kushaq (Bharat Forge),SKODA Kushaq,KUS,Bharat Forge,BFL,domestic,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00372,1,2026-07-01,2539.3816614460943,2465.6733048605815,2621.57122992151,,2026-06-01,Chassis B22 - SKODA Kushaq (Sona BLW),SKODA Kushaq,KUS,Sona BLW,SNA,domestic,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00432,1,2026-07-01,3450.079660087824,3349.937288543185,3561.744859050846,,2026-06-01,Chassis A11 - SKODA Kushaq (Gabriel India),SKODA Kushaq,KUS,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
xgboost,KUS-ELC-00042,1,2026-07-01,3301.6376494824885,3205.8039711981364,3408.4983777428565,,2026-06-01,Electrical B10 - SKODA Kushaq (Varroc Engineering),SKODA Kushaq,KUS,Varroc Engineering,VRC,domestic,Electrical,ELC,SKODA,False
