part_id,part_name,invoice_date,unit_price,quantity,currency,project_code,project,oem,segment,project_volume,project_localisation,vendor_code,vendor,vendor_origin,vendor_import_dependency,vendor_reprice_months,category_code,category,material,complexity_tier,annual_part_volume,weight_kg,po_id
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-06-06,45.4452,25,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202506-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-06-13,45.174,10,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202506-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-06-20,45.3965,15,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202506-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-07-06,46.6415,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202507-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-08-06,44.2916,35,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202508-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-08-13,44.8359,15,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202508-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-09-06,46.6806,44,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202509-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-09-13,46.0017,6,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202509-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-10-06,45.7016,10,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202510-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-10-13,45.512,34,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202510-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-10-20,45.3391,6,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202510-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-11-06,44.1519,27,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202511-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-11-13,43.8022,8,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202511-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-11-20,44.515,15,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202511-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-12-06,44.8164,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202512-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-01-06,46.7551,43,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202601-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-01-13,47.0928,7,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202601-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-02-06,45.3235,39,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202602-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-02-13,46.2088,11,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202602-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-03-06,47.784,21,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202603-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-03-13,47.4395,28,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202603-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-03-20,47.3199,1,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202603-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-04-06,46.1927,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202604-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-05-06,47.8777,18,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202605-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-05-13,47.2592,32,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202605-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-06-06,46.905,4,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202606-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-06-13,46.9957,27,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202606-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2026-06-20,48.0749,20,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202606-3
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-07-06,666.7885,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202307-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-08-06,683.0872,6,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202308-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-08-13,679.7306,5,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202308-2
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-08-20,685.7484,38,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202308-3
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-09-06,673.571,22,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202309-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-09-13,672.0715,28,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202309-2
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-10-06,668.1587,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202310-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-11-06,681.6398,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202311-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-12-06,680.0624,2,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202312-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-12-13,679.2729,30,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202312-2
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2023-12-20,695.8607,18,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202312-3
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2024-01-06,699.1302,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202401-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2024-02-06,700.4899,3,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202402-1
KDQ-BDY-00011,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),2024-02-13,709.1711,42,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,BFL,Bharat Forge,domestic,0.18,6,BDY,Body Stampings,Steel,A,4472,1.089,PO-KDQ-BDY-00011-202402-2
