month,price,part_id,part_name,project_code,project,oem,segment,project_volume,project_localisation,vendor_code,vendor,vendor_origin,vendor_import_dependency,vendor_reprice_months,category_code,category,material,complexity_tier,annual_part_volume,weight_kg,true_eur_beta,true_usd_beta,true_fx_lag,is_anomaly_part,anomaly_type,fx_eurinr,fx_usdinr
2024-05-01,37.77,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,90.15726818181818,83.38318181818182
2024-06-01,38.3,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,89.81055,83.4745
2024-07-01,37.41,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,90.65571304347826,83.59869565217392
2024-08-01,38.62,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,92.4061590909091,83.91272727272727
2024-09-01,37.45,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,93.08081904761904,83.81190476190476
2024-10-01,38.54,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,91.62662173913043,84.02739130434782
2024-11-01,37.57,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,89.67171428571429,84.35809523809523
2024-12-01,39.28,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,89.04529,84.97749999999999
2025-01-01,39.57,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,89.34174999999999,86.29
2025-02-01,31.14,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,90.63464,87.0445
2025-03-01,31.15,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,93.49850476190475,86.52000000000001
2025-04-01,31.98,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,95.97231500000001,85.5845
2025-05-01,32.81,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,96.14273809523809,85.24904761904762
2025-06-01,32.43,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,98.97820952380951,85.94857142857143
2025-07-01,32.36,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,100.60428695652173,86.16173913043478
2025-08-01,32.73,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,101.84248095238097,87.55714285714286
2025-09-01,32.65,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,103.60232727272728,88.30454545454546
2025-10-01,31.59,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,102.8353,88.41913043478262
2025-11-01,31.5,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,102.71007999999999,88.8485
2025-12-01,32.61,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,105.41314285714286,90.02904761904763
2026-01-01,33.55,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,106.6825619047619,90.87952380952382
2026-02-01,34.63,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,107.32028,90.7655
2026-03-01,34.95,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,107.34460454545454,92.875
2026-04-01,34.64,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,109.48288,93.5245
2026-05-01,34.48,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,111.53676499999999,95.553
2026-06-01,33.81,KUS-FST-00000,Fasteners A31 - SKODA Kushaq (Sundram Fasteners),KUS,SKODA Kushaq,SKODA,Compact SUV,48000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,A,51789,0.496,0.000155,0.207815,3,True,supplier_resourcing,109.34506818181818,94.9309090909091
2023-07-01,29.02,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.83948571428571,82.14904761904762
2023-08-01,28.56,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.35175652173913,82.82347826086956
2023-09-01,28.13,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,88.73720952380953,83.05904761904762
2023-10-01,28.81,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,87.89371818181819,83.21363636363637
2023-11-01,29.21,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.0102,83.27818181818182
2023-12-01,29.81,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.80093684210526,83.28210526315789
2024-01-01,30.19,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.63474545454545,83.11363636363636
2024-02-01,30.24,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,89.56081904761905,82.96904761904761
2024-03-01,30.49,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.251545,83.0135
2024-04-01,30.26,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,89.46758571428572,83.39857142857143
2024-05-01,30.51,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.15726818181818,83.38318181818182
2024-06-01,29.86,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,89.81055,83.4745
2024-07-01,30.2,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.65571304347826,83.59869565217392
2024-08-01,30.38,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,92.4061590909091,83.91272727272727
2024-09-01,29.98,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,93.08081904761904,83.81190476190476
2024-10-01,,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,91.62662173913043,84.02739130434782
2024-11-01,29.76,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,89.67171428571429,84.35809523809523
2024-12-01,29.87,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,89.04529,84.97749999999999
2025-01-01,29.99,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,89.34174999999999,86.29
2025-02-01,31.26,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,90.63464,87.0445
2025-03-01,31.87,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,93.49850476190475,86.52000000000001
2025-04-01,31.93,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,95.97231500000001,85.5845
2025-05-01,33.08,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,96.14273809523809,85.24904761904762
2025-06-01,32.24,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,98.97820952380951,85.94857142857143
2025-07-01,33.8,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,100.60428695652173,86.16173913043478
2025-08-01,32.54,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,101.84248095238097,87.55714285714286
2025-09-01,,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,103.60232727272728,88.30454545454546
2025-10-01,31.73,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,102.8353,88.41913043478262
2025-11-01,31.99,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,102.71007999999999,88.8485
2025-12-01,32.93,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,105.41314285714286,90.02904761904763
2026-01-01,32.63,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,106.6825619047619,90.87952380952382
2026-02-01,34.02,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,107.32028,90.7655
2026-03-01,34.05,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,107.34460454545454,92.875
2026-04-01,33.95,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,109.48288,93.5245
2026-05-01,32.89,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,111.53676499999999,95.553
2026-06-01,33.47,SLV-FST-00001,Fasteners B21 - SKODA Slavia (Sundram Fasteners),SLV,SKODA Slavia,SKODA,Sedan,31000,0.95,SFL,Sundram Fasteners,domestic,0.12,6,FST,Fasteners,Steel,B,29397,3.222,0.000155,0.207815,3,False,,109.34506818181818,94.9309090909091
2023-07-01,24.63,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.83948571428571,82.14904761904762
2023-08-01,24.32,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.35175652173913,82.82347826086956
2023-09-01,24.11,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,88.73720952380953,83.05904761904762
2023-10-01,25.6,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,87.89371818181819,83.21363636363637
2023-11-01,25.09,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.0102,83.27818181818182
2023-12-01,24.46,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.80093684210526,83.28210526315789
2024-01-01,24.65,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.63474545454545,83.11363636363636
2024-02-01,25.07,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,89.56081904761905,82.96904761904761
2024-03-01,25.57,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.251545,83.0135
2024-04-01,25.78,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,89.46758571428572,83.39857142857143
2024-05-01,26.03,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.15726818181818,83.38318181818182
2024-06-01,25.4,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,89.81055,83.4745
2024-07-01,25.61,KYL-FST-00002,Fasteners A33 - SKODA Kylaq (Bharat Forge),KYL,SKODA Kylaq,SKODA,Sub-4m SUV,62000,0.96,BFL,Bharat Forge,domestic,0.18,6,FST,Fasteners,Steel,A,253414,3.528,0.000291,0.223978,3,False,,90.65571304347826,83.59869565217392
